"pid","image_slug","post_id","galleryid","filename","description","alttext","imagedate","exclude","sortorder","meta_data","fullpath"
"387","100_8513","0","12","100_8513.jpg",,"100_8513","2011-04-17 09:39:37","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:39 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8513.jpg"
"388","100_8514","0","12","100_8514.jpg",,"100_8514","2011-04-17 09:39:44","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:39 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8514.jpg"
"389","100_8515","0","12","100_8515.jpg",,"100_8515","2011-04-17 09:53:28","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 4.5"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:53 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""10.5 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8515.jpg"
"390","100_8516","0","12","100_8516.jpg",,"100_8516","2011-04-17 09:54:01","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:54 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:5:""24 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8516.jpg"
"391","bridge-city-comics-show","0","11","img_0304.jpg","Taylor, Marian Call, Scott Barkin, and Angela of the Doubleclicks hanging out on Mississippi.","Bridge City Comics show","2011-07-14 18:46:53","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:10:""iPhone 3GS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:21:""July 14, 2011 6:46 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""3.85 mm"";s:3:""iso"";i:100;s:13:""shutter_speed"";s:9:""1/120 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1536;s:6:""height"";i:2048;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/misc/img_0304.jpg"
"392","pbjs","0","11","img_0721.jpg","What the inside of a grilled PB&J looks like.","PBJ\'s","2012-06-03 20:17:37","0","0","a:17:{i:0;b:0;s:8:""aperture"";b:0;s:6:""credit"";b:0;s:6:""camera"";b:0;s:7:""caption"";b:0;s:17:""created_timestamp"";b:0;s:9:""copyright"";b:0;s:12:""focal_length"";b:0;s:3:""iso"";b:0;s:13:""shutter_speed"";b:0;s:5:""flash"";b:0;s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1936;s:6:""height"";i:2592;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/misc/img_0721.jpg"
"393","img_0731","0","11","img_0731.jpg",,"img_0731","2012-06-03 20:18:04","0","0","a:17:{i:0;b:0;s:8:""aperture"";b:0;s:6:""credit"";b:0;s:6:""camera"";b:0;s:7:""caption"";b:0;s:17:""created_timestamp"";b:0;s:9:""copyright"";b:0;s:12:""focal_length"";b:0;s:3:""iso"";b:0;s:13:""shutter_speed"";b:0;s:5:""flash"";b:0;s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1936;s:6:""height"";i:2592;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/misc/img_0731.jpg"
"394","cupcake-jones-cupcake","0","11","img_0738.jpg","This was a root beer float cupcake","Cupcake Jones Cupcake","2012-06-03 20:18:12","0","0","a:17:{i:0;b:0;s:8:""aperture"";b:0;s:6:""credit"";b:0;s:6:""camera"";b:0;s:7:""caption"";b:0;s:17:""created_timestamp"";b:0;s:9:""copyright"";b:0;s:12:""focal_length"";b:0;s:3:""iso"";b:0;s:13:""shutter_speed"";b:0;s:5:""flash"";b:0;s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1936;s:6:""height"";i:2592;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/misc/img_0738.jpg"
"395","the-new-deal","0","11","img_0762.jpg","One of the distilleries we visited to get our passports stamped.","The New Deal","2012-06-03 20:17:25","0","0","a:17:{i:0;b:0;s:8:""aperture"";b:0;s:6:""credit"";b:0;s:6:""camera"";b:0;s:7:""caption"";b:0;s:17:""created_timestamp"";b:0;s:9:""copyright"";b:0;s:12:""focal_length"";b:0;s:3:""iso"";b:0;s:13:""shutter_speed"";b:0;s:5:""flash"";b:0;s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2592;s:6:""height"";i:1936;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/misc/img_0762.jpg"
"396","action-shot","0","13","action-shot.jpg","I asked Taylor to model this for me, but I had to wait until he wasn\'t under attack (from pirates).","Action shot","2012-07-11 20:49:17","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.4"";s:6:""credit"";b:0;s:6:""camera"";s:9:""iPhone 4S"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:21:""July 11, 2012 8:49 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""4.28 mm"";s:3:""iso"";i:640;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:480;s:6:""height"";i:640;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/pirate-shirt/action-shot.jpg"
"397","button-problems","0","13","buttons.jpg","I put the button holes too deep.","Button problems","2012-07-11 20:46:44","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.4"";s:6:""credit"";b:0;s:6:""camera"";s:9:""iPhone 4S"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:21:""July 11, 2012 8:46 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""4.28 mm"";s:3:""iso"";i:640;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:480;s:6:""height"";i:640;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/pirate-shirt/buttons.jpg"
"398","slipstitch","0","13","slipstitch.jpg","You can see the stitching, but this is inside the shirt, so I shouldn\'t grumble","Slipstitch","2012-07-11 20:47:57","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.4"";s:6:""credit"";b:0;s:6:""camera"";s:9:""iPhone 4S"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:21:""July 11, 2012 8:47 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""4.28 mm"";s:3:""iso"";i:500;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:640;s:6:""height"";i:480;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/pirate-shirt/slipstitch.jpg"
"399","taylor","0","13","taylor.jpg","Modeling the shirt. It wears pretty well, I think.","Taylor","2012-07-11 20:50:57","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.4"";s:6:""credit"";b:0;s:6:""camera"";s:9:""iPhone 4S"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:21:""July 11, 2012 8:50 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""4.28 mm"";s:3:""iso"";i:640;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:640;s:6:""height"";i:480;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/pirate-shirt/taylor.jpg"
"400","shirt-on-the-dummy","0","13","shirt-on-dummy.jpg","How the shirt looks not on Taylor","Shirt on the dummy","2012-07-12 04:05:48","0","0","a:17:{i:0;b:0;s:8:""aperture"";b:0;s:6:""credit"";b:0;s:6:""camera"";b:0;s:7:""caption"";b:0;s:17:""created_timestamp"";b:0;s:9:""copyright"";b:0;s:12:""focal_length"";b:0;s:3:""iso"";b:0;s:13:""shutter_speed"";b:0;s:5:""flash"";b:0;s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:480;s:6:""height"";i:640;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/pirate-shirt/shirt-on-dummy.jpg"
"401","dress-on-dummy-front","0","14","img_0562.jpg","Dress on Dummy, Front","Dress on Dummy, Front","2012-10-24 18:38:31","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""October 24, 2012 6:38 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1250;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:600;s:6:""height"";i:800;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/dress/img_0562.jpg"
"402","dress-on-dummy-back","0","14","img_0563.jpg","Dress on Dummy, Back","Dress on Dummy, Back","2012-10-24 18:39:02","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""October 24, 2012 6:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:800;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:800;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/dress/img_0563.jpg"
"409","blanket-folded","0","15","img_0572.jpg","What the blanket looks like when it\'s follded, Popple style, in on itself","Blanket folded","2012-11-10 15:33:27","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 10, 2012 3:33 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1000;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:800;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/blanket/img_0572.jpg"
"410","blanket-unfolded","0","15","img_0573.jpg","A nice detail of both sides","Blanket unfolded","2012-11-10 15:34:08","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 10, 2012 3:34 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1000;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:800;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/blanket/img_0573.jpg"
"405","dress-on-me-front","0","14","img_0566.jpg","Dress on me, Front","Dress on me, Front","2012-10-24 18:43:15","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""October 24, 2012 6:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:600;s:6:""height"";i:800;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/dress/img_0566.jpg"
"406","dress-on-me-side","0","14","img_0567.jpg","Dress on me, Side","Dress on me, Side","2012-10-24 18:43:21","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""October 24, 2012 6:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:600;s:6:""height"";i:800;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/dress/img_0567.jpg"
"407","dress-on-me-side-2","0","14","img_0568.jpg","Dress on me, Side 2","Dress on me, Side 2","2012-10-24 18:43:35","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""October 24, 2012 6:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:600;s:6:""height"";i:800;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/dress/img_0568.jpg"
"408","surprise-action-shot","0","14","img_0569.jpg","Surprise action shot!","Surprise action shot!","2012-10-24 18:43:43","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""October 24, 2012 6:43 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1000;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:600;s:6:""height"";i:800;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/dress/img_0569.jpg"
"411","ugly-heart","0","15","img_0574.jpg","This one looks a bit like a sock","Ugly heart","2012-11-10 15:35:03","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 10, 2012 3:35 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/10 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:800;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/blanket/img_0574.jpg"
"412","pretty-heart","0","15","img_0575.jpg","Looks like a heart!","Pretty heart","2012-11-10 15:35:20","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 10, 2012 3:35 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/10 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:600;s:6:""height"";i:800;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/blanket/img_0575.jpg"
"413","cat-approved","0","15","img_0578.jpg","Ringo says the new blanket will do just fine.","Cat approved","2012-11-10 15:36:58","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 10, 2012 3:36 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:800;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/blanket/img_0578.jpg"
"414","back-of-the-shirt","0","16","back.jpg","Hard to imagine not a lot of XL people wanted that pattern.","Back of the shirt","2012-11-25 17:57:33","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 25, 2012 5:57 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1250;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:455;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/wrap-shirt/back.jpg"
"415","front-of-the-shirt","0","16","front.jpg","Complete with collar, bow, and sass","Front of the shirt","2012-11-25 17:56:40","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 25, 2012 5:56 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1000;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:410;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/wrap-shirt/front.jpg"
"416","side-of-the-shirt","0","16","side.jpg","Much more modest","Side of the shirt","2012-11-25 17:57:02","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 25, 2012 5:57 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1250;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:498;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/wrap-shirt/side.jpg"
"417","side-of-the-shirt-with-a-bow","0","16","sidebow.jpg","I\'m adjusting!","Side of the shirt with a bow","2012-11-25 17:56:54","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:25:""November 25, 2012 5:56 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:494;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/wrap-shirt/sidebow.jpg"
"418","close-full-dress","0","17","2013-01-10-19-29-39.jpg",,"Close full dress","2013-01-10 19:29:39","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""January 10, 2013 7:29 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:450;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/small-dress-and-arms/2013-01-10-19-29-39.jpg"
"419","farther-far-dress","0","17","2013-01-10-19-29-49.jpg",,"Farther far dress","2013-01-10 19:29:49","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""January 10, 2013 7:29 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:450;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/small-dress-and-arms/2013-01-10-19-29-49.jpg"
"420","dress-side","0","17","2013-01-10-19-30-03.jpg",,"Dress side","2013-01-10 19:30:03","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""January 10, 2013 7:30 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:450;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/small-dress-and-arms/2013-01-10-19-30-03.jpg"
"421","dress-back","0","17","2013-01-10-19-30-16.jpg",,"Dress back","2013-01-10 19:30:16","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 3"";s:6:""credit"";b:0;s:6:""camera"";s:27:""Canon PowerShot ELPH 310 HS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:24:""January 10, 2013 7:30 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:4:""5 mm"";s:3:""iso"";i:1600;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";s:31:""                               "";s:8:""keywords"";b:0;s:5:""width"";i:450;s:6:""height"";i:600;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/small-dress-and-arms/2013-01-10-19-30-16.jpg"
